movieTitle,actor,profit,rating
"Happy Death Day 2U","Suraj Sharma",55187523,6.2
"Heavy Metal","Susan Roman",10271091,6.3
Stepmom,"Susan Sarandon",109745279,7
"Anywhere But Here","Susan Sarandon",-4346385,6.2
Twilight,"Susan Sarandon",-4944909,6.1
Arbitrage,"Susan Sarandon",23830713,6.2
Tammy,"Susan Sarandon",76407655,5.2
"Scary Movie 2","Suzanne Bianqui",96189101,5.6
"Bright Lights, Big City","Swoosie Kurtz",-8881923,5.8
"Creed II","Sylvester Stallone",163591522,6.7
"First Blood","Sylvester Stallone",111212904,7.3
Assassins,"Sylvester Stallone",33306268,6.2
"Get Carter","Sylvester Stallone",-20582818,5
"Grudge Match","Sylvester Stallone",29807260,6
"Midnight Cowboy","Sylvia Miles",41185053,7.6
"The Grudge 2","Takako Fuji",50743839,5.4
"Cadillac Records","Tammy Blanchard",-3057484,7.1
"Club Dread","Tanja Reichert",-926449,5.1
"Letters to God","Tanner Maguire",237452,6.9
"The Matrix Revolutions","Tanveer K. Atwal",277300260,6.6
"A View to a Kill","Tanya Roberts",122627960,6.2
Sheena,"Tanya Roberts",-19221647,5.2
"Alone in the Dark","Tara Reid",-9411921,3.2
"Teen Titans Go! To the Movies","Tara Strong",41620593,7
"What Men Want","Taraji P. Henson",49911903,5.9
"Hustle & Flow","Taraji P. Henson",20791783,7
Belly,"Taral Hicks",6639390,6
"Hustle & Flow","Taryn Manning",20791783,7
Stronger,"Tatiana Maslany",-21213713,7
Witchboard,"Tawny Kitaen",5369373,5.9
"The Best Man","Taye Diggs",25572780,6.8
"The Covenant","Taylor Kitsch",18164784,5.4
"The Ridiculous 6","Taylor Lautner",-60000000,5
"The Overnight","Taylor Schilling",965996,6
"Kiss of the Dragon","Tchéky Karyo",11833473,6.6
"Hollywood Ending","Téa Leoni",-1160617,6.5
"Fun with Dick and Jane","Téa Leoni",63018919,6
Spanglish,"Téa Leoni",-20655679,5.9
Caddyshack,"Ted Knight",33846344,6.7
"Nowhere to Run","Ted Levine",37189039,5.7
"The Wiz","Ted Ross",-2000000,5.8
Sheena,"Ted Wass",-19221647,5.2
Kundun,"Tenzin Thuthob Tsarong",-22313306,7
Kundun,"Tenzin Yeshi Paichang",-22313306,7
Choke,"Teodorina Bello",724277,6.2
"Take Me Home Tonight","Teresa Palmer",-11423396,6
"Close Encounters of the Third Kind","Teri Garr",320800479,7.3
"The Black Stallion","Teri Garr",35099643,7.1
"August Rush","Terrence Howard",40882103,7.3
"Hustle & Flow","Terrence Howard",20791783,7
Gigli,"Terry Camilleri",-46873998,3.6
Bridesmaids,"Terry Crews",257132023,6.5
"The Ridiculous 6","Terry Crews",-60000000,5
"Sorry to Bother You","Tessa Thompson",15085560,6.9
"When a Stranger Calls","Tessa Thompson",52215435,5.6
"Creed II","Tessa Thompson",163591522,6.7
"For Colored Girls","Thandie Newton",17017873,6.8
"The Quiet American","Thi Hai Yen Do",6348203,6.7
"Friday the 13th Part VI: Jason Lives","Thom Mathews",16472057,5.9
"Heaven is for Real","Thomas Haden Church",88916299,6.3
Max,"Thomas Haden Church",23658157,6.8
"Get on the Bus","Thomas Jefferson Byrd",3291854,7.3
"Me and Earl and the Dying Girl","Thomas Mann",1266180,7.6
"Doug's 1st Movie","Thomas McHugh",14421271,5.4
"Wayne's World","Tia Carrere",163097323,6.6
"Girls Trip","Tiffany Haddish",112886353,6.8
"The Statement","Tilda Swinton",-25454936,5.8
Zoom,"Tim Allen",-22493812,5.1
"Cadillac Records","Tim Bellow",-3057484,7.1
Congo,"Tim Curry",102022333,5.2
"Shakespeare in Love","Tim McMullan",253500000,6.9
"Walk Hard: The Dewey Cox Story","Tim Meadows",-14393947,6.5
"The Ladies Man","Tim Meadows",2719474,5.2
"Nothing to Lose","Tim Robbins",39594061,6.5
"The Hudsucker Proxy","Tim Robbins",-25061851,7.2
"The Lucky Ones","Tim Robbins",-13733033,6.3
"Lucky Numbers","Tim Roth",-54985766,4.9
Arbitrage,"Tim Roth",23830713,6.2
"Dark Water","Tim Roth",-10526907,5.4
Thinner,"Time Winters",1171475,5.8
"Ordinary People","Timothy Hutton",46302978,7.6
"Last Holiday","Timothy Hutton",-1656753,6.6
Hitman,"Timothy Olyphant",75135571,5.9
"A Man Apart","Timothy Olyphant",7797731,5.9
"The Crazies","Timothy Olyphant",37445534,6.2
"Whiskey Tango Foxtrot","Tina Fey",-9649253,6.2
Sisters,"Tina Fey",76030660,5.9
"School Daze","Tisha Campbell-Martin",8545844,6.5
"Fear and Loathing in Las Vegas","Tobey Maguire",-4788097,7.2
"Ride with the Devil","Tobey Maguire",-34369221,6.5
Witchboard,"Todd Allen",5369373,5.9
"Never Back Down 2: The Beatdown","Todd Duffee",-3000000,6
Gettysburg,"Tom Berenger",-14268003,6.9
Platoon,"Tom Berenger",131978395,7.7
"13 Sins","Tom Bower",-3952448,6.3
"Eyes Wide Shut","Tom Cruise",39267443,7.4
"A Few Good Men","Tom Cruise",203500000,7.4
"Dead Man on Campus","Tom Everett Scott",1064948,5.7
"One True Thing","Tom Everett Scott",-3291804,6.6
"Because I Said So","Tom Everett Scott",30538833,6
"Diary of a Wimpy Kid: The Long Haul","Tom Everett Scott",13609577,5.7
"Forrest Gump","Tom Hanks",624850637,8.4
"Saving Private Ryan","Tom Hanks",420035085,8.1
"The Post","Tom Hanks",129748880,7
"Cloud Atlas","Tom Hanks",28673154,6.8
"The Drop","Tom Hardy",6454534,6.7
Lawless,"Tom Hardy",28393687,7
"The Revenant","Tom Hardy",397938302,7.4
"The Soloist","Tom Hollander",-21477550,6.6
"Synecdoche, New York","Tom Noonan",-15616462,7.6
"Creepshow 2","Tom Savini",10500000,6.1
"Saving Private Ryan","Tom Sizemore",420035085,8.1
"Black Hawk Down","Tom Sizemore",64691085,7.3
"The Dead Zone","Tom Skerritt",10766000,7
"Velvet Buzzsaw","Tom Sturridge",-21000000,5.3
"Cheaper by the Dozen 2","Tom Welling",75015330,5.9
"Shakespeare in Love","Tom Wilkinson",253500000,6.9
"The Ghost and the Darkness","Tom Wilkinson",-16435578,6.7
"In the Bedroom","Tom Wilkinson",40437871,6.9
"Rush Hour","Tom Wilkinson",210300000,6.8
"The Exorcism of Emily Rose","Tom Wilkinson",126529078,6.4
Bridesmaids,"Tom Yi",257132023,6.5
"When a Stranger Calls","Tommy Flanagan",52215435,5.6
"The Missing","Tommy Lee Jones",-26746567,6.3
"Rules of Engagement","Tommy Lee Jones",11719931,6.1
"Coal Miner's Daughter","Tommy Lee Jones",52182787,7.2
Volcano,"Tommy Lee Jones",30100000,5.5
"The Fugitive","Tommy Lee Jones",309715317,7.4
"She's Gotta Have It","Tommy Redmond Hicks",6962502,6.7
"Hearts Beat Loud","Toni Collette",420962,7.4
"The Sixth Sense","Toni Collette",632806292,7.9
"Cadillac Records","Tony Bentley",-3057484,7.1
"Bad Santa","Tony Cox",59147031,6.5
"Chicken Run","Tony Haygarth",185793915,6.6
"The French Connection","Tony Lo Bianco",38958757,7.6
"Take Me Home Tonight","Topher Grace",-11423396,6
"In Good Company","Topher Grace",37489752,5.9
Boogeyman,"Tory Mussett",47192859,4.8
"Menace II Society","Toshi Toda",24231527,7.4
"Small Time Crooks","Tracey Ullman",11934477,6.5
"She's Gotta Have It","Tracy Camilla Johns",6962502,6.7
"Cop Out","Tracy Morgan",18909910,5.4
"Lean on Pete","Travis Fimmel",-5544973,7
"Dirty Work","Traylor Howard",-2979919,6.4
"The Deep End of the Ocean","Treat Williams",-26491365,6.2
"He's Just Not That Into You","Trenton Rogers",141053657,6.4
"Bird Box","Trevante Rhodes",-19800000,7
"Little Women","Trini Alvarado",35003303,7.2
Bandits,"Troy Garity",-3476729,6.3
Kundun,"Tulku Jamyang Kunga Tenzin",-22313306,7
"The Skeleton Twins","Ty Burrell",4797192,6.7
Joe,"Tye Sheridan",-3626625,6.6
"Unaccompanied Minors","Tyler James Williams",-3029169,5.8
"Diary of a Mad Black Woman","Tyler Perry",44958356,6.5
"Flight of the Phoenix","Tyrese Gibson",-40990820,5.9
"Menace II Society","Tyrin Turner",24231527,7.4
"Alexander's Ragtime Band","Tyrone Power",2000000,6.7
"Rush Hour","Tzi Ma",210300000,6.8
Paycheck,"Uma Thurman",38819789,6.1
"Hands of Stone","Usher Raymond",-14968025,6.1
"The Doors","Val Kilmer",-5583107,6.9
"The Ghost and the Darkness","Val Kilmer",-16435578,6.7
Tombstone,"Val Kilmer",31505065,7.5
MacGruber,"Val Kilmer",-1370105,5.3
"The Island of Dr. Moreau","Val Kilmer",-12317288,4.6
Breathless,"Valérie Kaprisky",12910002,5.8
"The Border","Valerie Perrine",-7381317,6.4
Grindhouse,"Vanessa Ferlito",-2812211,6.9
"In the Land of Blood and Honey","Vanessa Glodjo",-12490807,6.1
"Howards End","Vanessa Redgrave",18317943,7.2
"Johnson Family Vacation","Vanessa Williams",19286759,4.6
"The Man Who Shot Liberty Valance","Vera Miles",4800000,7.7
"A Passage to India","Victor Banerjee",-312347,6.9
"The Robe","Victor Mature",31008303,6.4
"3 Ninjas Kick Back","Victor Wong",-8255040,5
"Green Book","Viggo Mortensen",299983680,8.3
"The Road","Viggo Mortensen",4206732,6.9
Psycho,"Viggo Mortensen",17226218,5.1
"A Man Apart","Vin Diesel",7797731,5.9
"Beyond the Mat","Vince McMahon",1547570,7.7
"DodgeBall: A True Underdog Story","Vince Vaughn",137791704,6.2
Made,"Vince Vaughn",476060,6.2
Swingers,"Vince Vaughn",6418578,6.9
Psycho,"Vince Vaughn",17226218,5.1
"Black Swan","Vincent Cassel",318266710,7.6
"Death Wish","Vincent D'Onofrio",18575965,5.9
"In Dubious Battle","Vincent D'Onofrio",-14785818,5.8
"Little Shop of Horrors","Vincent Gardenia",8747385,6.8
Empire,"Vincent Laresca",14995444,6.4
"Corky Romano","Vinessa Shaw",14116103,4.2
"Dawn of the Dead","Ving Rhames",75452875,6.9
"Bringing Out the Dead","Ving Rhames",-15359790,6.7
Fences,"Viola Davis",40282881,6.8
"Won't Back Down","Viola Davis",-13254497,6.3
Solaris,"Viola Davis",-32029962,6
"The Number 23","Virginia Madsen",45593167,6.4
"War and Peace","Vittorio Gassman",6524028,6.7
"Two Can Play That Game","Vivica A. Fox",9391450,6.5
"Red River","Walter Brennan",6012000,7.3
"It Happened One Night","Walter Connolly",2175000,7.9
"How Green Was My Valley","Walter Pidgeon",-1250000,7.3
"A Nightmare on Elm Street 4: The Dream Master","Wanda Bursey",36369899,5.8
"Birth of the Dragon","Wang Xi'An",-23779510,5.7
Ishtar,"Warren Beatty",-25624819,4.4
"In the Heat of the Night","Warren Oates",22407647,7.8
"The Border","Warren Oates",-7381317,6.4
"Act of Valor",Weimy,70497035,6.3
Room,"Wendy Crewson",23262783,8.1
"A Man for All Seasons","Wendy Hiller",24450000,7.6
"Air Bud","Wendy Makkena",24788649,5.3
Rebound,"Wendy Raquel Robinson",-27507986,5.2
"Blade: Trinity","Wesley Snipes",66353165,5.7
Blade,"Wesley Snipes",86237688,6.6
"Mo' Better Blues","Wesley Snipes",6153000,6.5
"The Bodyguard","Whitney Houston",385899039,6.5
"The Deep End of the Ocean","Whoopi Goldberg",-26491365,6.2
"The Nut Job","Will Arnett",92529966,5.7
"Holmes & Watson","Will Ferrell",-73395,4.3
"The Other Guys","Will Ferrell",70936470,6.2
Zoolander,"Will Ferrell",32780981,6.2
"Land of the Lost","Will Ferrell",-30451359,5.4
MacGruber,"Will Forte",-1370105,5.3
"Remember the Titans","Will Patton",106706683,7.6
"The Revenant","Will Poulter",397938302,7.4
"Bad Boys II","Will Smith",143271982,6.4
Hancock,"Will Smith",474234272,6.2
"The Last Temptation of Christ","Willem Dafoe",1373585,7.2
"Clear and Present Danger","Willem Dafoe",145500000,6.6
"Flight of the Intruder","Willem Dafoe",-20528560,5.7
Platoon,"Willem Dafoe",131978395,7.7
"Stone Cold","William Forsythe",-15713686,5.8
"Dark City","William Hurt",257061,7.4
"One True Thing","William Hurt",-3291804,6.6
"Lost in Space","William Hurt",56047317,5.2
"Tales from the Crypt: Demon Knight","William Sadler",9089146,6.5
"Star Trek V: The Final Frontier","William Shatner",40200000,5.7
"Unaccompanied Minors","Wilmer Valderrama",-3029169,5.8
"The Full Monty","Wim Snape",257749383,7
"Little Women","Winona Ryder",35003303,7.2
"Mr. Deeds","Winona Ryder",121269535,5.7
"The Age of Innocence","Winona Ryder",-1985007,7
"Lost Souls","Winona Ryder",3320293,4.9
"The Ten","Winona Ryder",-4463323,5
"Girl, Interrupted","Winona Ryder",4871190,7.6
"Autumn in New York","Winona Ryder",50717684,6
"A Bridge Too Far","Wolfgang Preiss",24800000,7.2
"Remember the Titans","Wood Harris",106706683,7.6
"Small Time Crooks","Woody Allen",11934477,6.5
Sleeper,"Woody Allen",16344729,7.1
"The Messenger","Woody Harrelson",-4755048,6.7
"Surfer, Dude","Woody Harrelson",-5963503,4.3
"After the Sunset","Woody Harrelson",-18670886,6.2
Plush,"Xavier Samuel",-1971136,5.8
Beloved,"Yada Beener",-30147513,5.6
"Birth of the Dragon","Yu Xia",-23779510,5.7
"Birth of the Dragon","Yue Wu",-23779510,5.7
"The Replacement Killers","Yun-Fat Chow",-10964259,6
"Chicken Little","Zach Braff",160043823,5.8
"Gremlins 2: The New Batch","Zach Galligan",-8523903,6.4
"Fight Club","Zach Grenier",35851705,8.4
"Diary of a Wimpy Kid: Rodrick Rules","Zachary Gordon",55695194,6.4
"Diary of a Wimpy Kid","Zachary Gordon",61954311,6
Tangled,"Zachary Levi",326477240,7.5
"In the Land of Blood and Honey","Zana Marjanovic",-12490807,6.1
"Velvet Buzzsaw","Zawe Ashton",-21000000,5.3
"Max Keeble's Big Move","Zena Grey",5292381,5.5
Grindhouse,"Zoë Bell",-2812211,6.9
Drumline,"Zoe Saldana",36398162,6.2
Eulogy,"Zooey Deschanel",-9929473,6.3
"Meet the Blacks","Zulay Henao",8197072,4.3
